sample_id,sequence,length,task_role,is_main_23,is_aux_45,label_pIC50,label_ic50_uM,sample_weight,weight_len,weight_quality,source_count,is_from_merged_backbone,contains_merged,high_confidence_flag,conflict_flag,tier_23,dedup_strategy,label_source_mode,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,source_table_set,source_file_set,origin_source_set,raw_record_ids,citation_ids,notes,record_count_total,row_count_after_filter
MAIN_0246,IFG,3,main,True,False,2.999565922520681,1001.0,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,1001.0,1001.0,1001.0,1001.0,1.0,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_001172 || 6626,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,2,2
AUX_0229,KDYRL,5,aux,False,True,4.576754126063192,26.5,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,26.5,26.5,26.5,26.5,1.0,,,,ahtpdb_clean_um_standardized,1261 || 1824 || 2695 || 5326 || 6095,Legume (Mung bean protein) || Legume (Mung Bean) || Legume (Mung bean (Phaseolus radiatus L.)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Extraction-free spectrophotometric assay || Li G-H et al. 2005 || UF, RPC || Modified Lieberman’s method || GPC, MALDI-TOF MS || Li et al (2005) || GFC, RP-HPLC, HIC",5,5
AUX_0141,YGGY,4,aux,False,True,5.468521082957745,3.4,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,3.4,3.4,3.4,3.4,1.0,,,,ahtpdb_clean_um_standardized,5304 || 6152 || 6412,Cereals (Sake (Japanese alcoholic beverage made from rice)) || Sake and sake lees,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,3,3
MAIN_0086,MM,2,main,True,False,3.261615876487844,547.5,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,547.5,547.5,547.5,547.5,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_000470 || 9085 || biopep_ace_000380,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9085,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BindingDB: ID 50350482 BIOPEP-UWM database of bioactive peptides: ID 8833; 9086 BRENDA: Ligand Met-Met ChEBI: ID 74707 ChEMBL: ID CHEMBL1222165 ChemSpider: ID 5361185 J-GLOBAL: ID 200907019952150718 Metabolights: ID MTBLC74707 Nikkaji: ID J81.378H PubChem: CID 6993082 SureChEMBL: ID SCHEMBL1157691 ZINC: ID ZINC01605257,2,2
MAIN_0231,HLL,3,main,True,False,4.653647025549361,22.2,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,22.2,20000.0,22.2,22.2,900.900900900901,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001128 | ace_merged_001129 | ace_merged_001130 || 1536 | 6491 | 7479 || biopep_ace_000158 || 7479 || 6491,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7479 || WIPO,source_count=2; spread_ratio=900.9009 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,5,3
MAIN_0043,GG,2,main,True,False,1.866461091629782,13600.0,0.95,1.0,0.95,3,True,True,False,False,Tier B,merged_backbone,merged_sequence_level_authoritative,7200.0,20000.0,13600.0,13600.0,2.7777777777777777,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_000206 | ace_merged_000207 | ace_merged_000208 | ace_merged_000209 || 1371 | 1475 | 6602 | 7616 || biopep_ace_000220 || 7616 || 6602,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7616,"source_count=2; spread_ratio=2.7778 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1371, 1475, 2995, 3014, 3036, 3044, 3069, 3126, 3129, 3248, 3313, ahtpdb_3557, 3819, 3919, 4404, 4525, 4703, 6602 BindingDB: ID 50169222 BioCyc: ID GLYCYLGLYCINE BIOPEP-UWM database of bioactive peptides: ID 8783 CAS: Registry No 556-50-3 ChEBI ID 17201 ChEMBL: ID CHEMBL292467 Chemspider: ID 10690 DFBP: ID DFBPACEI1353 ECHA: ID 209-127-8 EPA CompTox: ID DTXSID90862194 EROP-Moscow: ID E10389 FooDB: ID FDB028413 Golm Metabolome Database: ID 33903968-DDB2-47F2-9B6C-7C232D1962DA HMDB: ID HMDB0011733 KEGG: ID C02037 J-GLOBAL: ID 200907052080333889 KNApSAcK: ID C00053264 MeSH: Terms Diglycine, Glycyl Glycine, Glycyl-Glycine, Glycylglycine Metabolomics Workbench: ID 71575 Milk Composition Database: ID BMDB11733 NIAID: ID 018854 Nikkaji: ID J2.659J NMRShiftDB: ID 10016979 PubChem: CID 11163 Sabio-RK: ID 255572362 SATPdb: ID satpdb12484 UNII: ID 10525P22U0 Wikidata: ID Q10634568 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit",6,3
AUX_0213,IKPVQ,5,aux,False,True,4.474955192963154,33.5,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,33.5,33.5,33.5,33.5,1.0,,,,ahtpdb_clean_um_standardized,4642,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,1,1
AUX_0307,TYKEE,5,aux,False,True,4.731077523115505,18.57472859960212,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,18.56945719920423,18.58,18.57472859960212,18.57472859960212,1.000567749540693,,,,biopep_core_standardized || ferm_strict_core_standardized,biopep_ace_000482 || 9247 || fermfoodb_ace_000208 || FMDB792,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9247 || 25829629,BIOPEP-UWM || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometric assay using HHL as substrate,2,2
MAIN_0289,KYP,3,main,True,False,3.4390179444137647,363.9,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,363.9,363.9,363.9,363.9,1.0,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,ace_merged_001395 || MBPDB_P02666_KYP_128-130 || mbpdb_ace_000208,10.1016/j.foodchem.2014.01.056,only_one_record_after_merge || single-source evidence with usable IC50 || MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,2,2
MAIN_0270,IRY,3,main,True,False,6.22548303427145,0.595,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,0.59,0.6,0.595,0.595,1.0169491525423728,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_001339 | ace_merged_001340 || 1968 | 1971 || 1968 || 1971,Egg proteins,"source_count=1; spread_ratio=1.0169 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Majumder & Wu (2009) || LC-MS/MS",4,3
AUX_0291,RINKK,5,aux,False,True,4.736861533069729,18.32898715781416,0.4,0.5,0.8,3,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,18.32,18.34,18.32898715781416,18.32966238593805,1.0010917030567683,,,,biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized,biopep_ace_000479 || 9244 || mbpdb_ace_000118 || MBPDB_P02666_RINKK_40-44 || fermfoodb_ace_000212 || FMDB796,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9244 || 10.1016/j.idairyj.2007.02.009 || 25829629,BIOPEP-UWM || ACE-inhibitory activity of probiotic yoghurt || Bos taurus || Beta-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL as substate,3,3
AUX_0125,VRSP,4,aux,False,True,2.6950207351920734,2018.27,0.48,0.6,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,2018.27,2018.27,2018.27,2018.27,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000288 || 8309 || 6779,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8309 || Milk casein,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,2,2
MAIN_0151,YY,2,main,True,False,4.0245681914907365,94.5,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,9.0,180.0,94.5,94.5,20.0,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized,ace_merged_000831 | ace_merged_000832 || 9946 | MBPDB_P02662_YY_180-181 || biopep_ace_000615 || 9946 || mbpdb_ace_000300 || MBPDB_P02662_YY_180-181,10.1080/1475636031000138723 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9946,source_count=2; spread_ratio=20.0000 || multi-source evidence but conflicting IC50 range || BIOPEP-UWM | MBPDB || ACToR: ID 1050-28-8 AHTPDB: ID 5413 BindingDB: ID BDBM50081840 BioPepDB: ID biopep01645 BIOPEP-UWM database of bioactive peptides: ID 8948; 9476; 9946 BIOPEP-UWM database of sensory peptides and amino acids: ID 33 BRENDA: Ligand Tyr-Tyr ChEBI: ID 60989 ChEMBL: ID CHEMBL95286 ChemIdPlus: ID 1050-28-8 ChemSpider: ID 63759 CTD: ID 1050-28-8 EROP-Moscow: ID E10447 J-GLOBAL: ID 200907087926120458 Metabolights: ID MTBLC60989 Nikkaji: ID J150.479G PubChem: ID 70590 SATP: ID satpdb13867 SureChEMBL: ID SCHEMBL1574161 ZINC: ID ZINC02004481 || BIOPEP-UWM || Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo || Bos taurus || Alpha-S1-casein,4,3
AUX_0230,KFPQY,5,aux,False,True,4.907630300370879,12.37,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,12.37,12.37,12.37,12.37,1.0,,,,biopep_core_standardized,biopep_ace_000521 || 9552,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9552,BIOPEP-UWM,1,1
AUX_0017,DIGP,4,aux,False,True,3.711750774428014,194.2,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,194.2,194.2,194.2,194.2,1.0,,,,biopep_core_standardized,biopep_ace_000418 || 9149,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9149,BIOPEP-UWM,1,1
MAIN_0407,VEP,3,main,True,False,4.388489112873343,40.88,1.0,1.0,1.0,3,True,True,False,False,Tier A,merged_backbone,merged_sequence_level_authoritative,10.0,63.7,40.88,40.88,6.37,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized,ace_merged_001852 | ace_merged_001853 | ace_merged_001854 || 11315 | 2112 | MBPDB_P02666_VEP_131-133 || biopep_ace_000829 || 11315 || mbpdb_ace_000137 || MBPDB_P02666_VEP_131-133,10.1016/j.foodchem.2014.01.056 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11315,source_count=3; spread_ratio=6.3700 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || J-GLOBAL: ID 201407047670328577 Nikkaji: ID J3.268.621D PubChem: CID 102222129 SureChEMBL: ID SCHEMBL30069169 || BIOPEP-UWM || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,5,3
AUX_0174,AVVRP,5,aux,False,True,4.130768280269024,74.0,0.4,0.5,0.8,3,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,74.0,74.0,74.0,74.0,1.0,,,,biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000238 || 7799 || mbpdb_ace_000060 || MBPDB_P07498_AVVRP_85-89 || 2432 || 5312 || 6037 || 6703,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7799 || 10.1080/00021369.1989.10869621 || Milk (human casein),BIOPEP-UWM || Inhibition of angiotensin-converting enzyme by synthetic peptide fragments of human kappa-casein || Homo sapiens || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),6,6
MAIN_0180,FAP,3,main,True,False,5.42021640338319,3.8,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,3.8,20000.0,3.8,3.8,5263.1578947368425,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_000938 | ace_merged_000939 | ace_merged_000940 | ace_merged_000941 | ace_merged_000942 | ace_merged_000943 | ace_merged_000944 || 1602 | 1628 | 3393 | 5109 | 5199 | 5849 | 6375 || biopep_ace_000084 || 3393 || 5109 || 5199 || 5849 || 6375,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3393 || Casein (Αs1-casein) || Milk (bovine casein) || Casein,"source_count=2; spread_ratio=5263.1579 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC, TLC, IRRC",12,6
AUX_0179,DLTDY,5,aux,False,True,3.844663962534938,143.0,0.35,0.5,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,143.0,143.0,143.0,143.0,1.0,,,,ahtpdb_clean_um_standardized,6100,Oyster Crassostrea gigas,small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,1,1
MAIN_0337,MAP,3,main,True,False,6.096910013008056,0.8,1.0,1.0,1.0,4,True,True,False,False,Tier A,merged_backbone,merged_sequence_level_authoritative,0.6000000000000001,0.8,0.8,0.8,1.3333333333333333,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001633 | ace_merged_001634 | ace_merged_001635 || 2759 | 9241 | MBPDB_P02666_MAP_117-119 || biopep_ace_000476 || 9241 || mbpdb_ace_000183 || MBPDB_P02666_MAP_117-119 || 2759,"1) 10.1016/j.foodchem.2014.01.056, 2) 10.1017/S0022029908003452 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9241 || Cheese","source_count=3; spread_ratio=1.3333 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || AHTPDB: ID 2759, 4194, 4973 ChemSpider: ID 9476539 MBPDB: Peptide MAP PubChem: CID 11301562 SATPdb: ID satpdb11615 || BIOPEP-UWM || 1) Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity, 2) Antihypertensive effect of an angiotensin converting enzyme inhibitory peptide from enzyme modified cheese || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || HPLC, LC/MSD",6,4
AUX_0065,LPHF,4,aux,False,True,3.1739251972991736,670.0,0.48,0.6,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,670.0,670.0,670.0,670.0,1.0,,,,ferm_strict_core_standardized || ahtpdb_clean_um_standardized,fermfoodb_ace_000264 || FMDB859 || 5289 || 6218,Soybean (Glycine max),"singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Production of angiotensin I-converting enzyme inhibitory peptides from soybean protein with Monascus purpureus acid proteinase || Spectrophotometric assay using pig pulmonary ACE and hippuryl-L-histidyl-L-leucine substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, RP-HPLC, UF",3,3
AUX_0255,LYPVK,5,aux,False,True,5.346787486224656,4.5,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,4.5,4.5,4.5,4.5,1.0,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000116 || 3523 || 2336 || 6441,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3523 || Fig (Ficus carica),BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,3,3
AUX_0297,SKVYP,5,aux,False,True,5.853871964321762,1.4,0.4,0.5,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,1.4,2530.83399416,1.4,633.7584985400001,1807.7385672571431,,,,biopep_core_standardized || ahtpdb_clean_um_standardized,biopep_ace_000163 || 7504 || 2306 || 3640 || 6514,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7504 || Milk (Fermented Milk) || Milk and colostrum,BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM,4,4
AUX_0053,KLRP,4,aux,False,True,4.03810452633215,91.6,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,91.6,91.6,91.6,91.6,1.0,,,,mbpdb_core_standardized,mbpdb_ace_000021 || MBPDB_P24627_KLRP_92-95,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,1,1
AUX_0108,SWSF,4,aux,False,True,4.117475462045119,76.3,0.42,0.6,0.7,1,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,76.3,76.3,76.3,76.3,1.0,,,,ahtpdb_clean_um_standardized,1910,Wine,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC, SEC",1,1
MAIN_0143,YI,2,main,True,False,3.500312917381596,316.0,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,316.0,316.0,316.0,316.0,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_000784 || 11114 || biopep_ace_000795,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11114,"only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 8938, 9510 BRENDA: Ligand L-Tyr-L-Ile ChEBI: ID 74993 ChEMBL: ID CHEMBL299835 ChemSpider: ID 5382077 EROP-Moscow: ID E10360 FooDB: ID FDB112112 HMDB: ID HMDB0029108 J-GLOBAL: ID 200907081806717444 Metabolights: ID MTBLC74993 Metabolomics Workbench: ID 79025 Nikkaji: J535.352A PubChem: CID 7019109 SureChEMBL: ID SCHEMBL9822685 Wikidata: ID Q27145058 ZINC: ID ZINC000002556667",2,2
MAIN_0089,MY,2,main,True,False,3.714442690992226,193.0,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,193.0,20000.0,193.0,193.0,103.62694300518136,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_000480 | ace_merged_000481 | ace_merged_000482 | ace_merged_000483 | ace_merged_000484 | ace_merged_000485 | ace_merged_000486 || 1095 | 1357 | 2792 | 3388 | 5166 | 6173 | 6372 || biopep_ace_000082 || 3388 || 1095 || 2792 || 5166 || 6173 || 6372,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3388 || Fish (Sardine) || Fish (Sardine (Sardina pilchardus muscle)) || Fish (Sardine muscle),"source_count=2; spread_ratio=103.6269 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1095, 1357, 2792, 3997, 4726, 5166, 5615, 6173, 6372 BIOPEP-UWM database of bioactive peptides: ID 8090; 8838 BRENDA: Ligand Met-Tyr-OH CAS: Registry No 13589-04-3 ChEBI: ID 73615 ChemSpider: ID 5373137 EPA CompTox: ID DTXSID10874592 EROP-Moscow: ID E01332 J-GLOBAL: ID 200907099510465373 Metabolomics Workbench: ID 78914 Nikkaji: ID J81.650G PubChem: CID 7009558 SATPdb: ID satpdb13539 SureChEMBL: ID SCHEMBL7609995 Wikidata: ID Q27141932 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || Cushman and Cheung (1971) || RP-HPLC",13,7
AUX_0060,LIYP,4,aux,False,True,5.0,10.0,0.48,0.6,0.8,2,False,False,False,False,,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,10.0,10.0,10.0,10.0,1.0,,,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,mbpdb_ace_000201 || MBPDB_P05814_LIYP_64-67 || 3664 || 5287 || 5967 || 6297 || 6784 || 6792,10.1080/00021369.1989.10869621 || Milk (human β casein) || Human (Human Beta Casein) || Milk || Human (Synthetic peptide of Human beta casein),"Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",7,7
MAIN_0094,NY,2,main,True,False,4.486782399932061,32.6,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,32.6,20000.0,32.6,32.6,613.4969325153374,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_000499 | ace_merged_000500 | ace_merged_000501 | ace_merged_000502 | ace_merged_000503 | ace_merged_000504 || 1381 | 1811 | 2655 | 5169 | 5742 | 6668 || 1811 || 2655 || 5169 || 5742 || 6668,Garlic || Garlic (Allium sativum L) || Garlic (Allium sativum),"source_count=1; spread_ratio=613.4969 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, RP-HPLC || RP-HPLC, FAB-MS || GFC, IEC, RP-HPLC",11,6
MAIN_0292,LAP,3,main,True,False,5.455931955649724,3.5,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,3.5,20000.0,3.5,3.5,5714.285714285715,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_001401 | ace_merged_001402 | ace_merged_001403 | ace_merged_001404 | ace_merged_001405 || 1527 | 2893 | 4627 | 5060 | 6556 || 2893 || 4627 || 5060 || 6556,Chicken muscle || Food-protein,"source_count=1; spread_ratio=5714.2857 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC || Cushman and Cheung (1971), Yamamoto and others || HPLC",9,5
MAIN_0240,IAV,3,main,True,False,3.814174640387038,153.4,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,153.4,153.4,153.4,153.4,1.0,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_001156 | ace_merged_001157 || 1063 | 5732 || 1063 || 5732,Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",4,3
MAIN_0332,LVR,3,main,True,False,4.853871964321762,14.0,0.8,1.0,0.8,3,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,14.0,20000.0,14.0,14.0,1428.571428571429,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,ace_merged_001615 | ace_merged_001616 | ace_merged_001617 || 1607 | 3528 | 6446 || biopep_ace_000120 || 3528 || 6446,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3528 || Cereals (Maize endosperm),source_count=2; spread_ratio=1428.5714 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,5,3
MAIN_0456,YKY,3,main,True,False,4.361510743045363,43.5,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,43.5,43.5,43.5,43.5,1.0,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,ace_merged_002051 || 6638,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,2,2
MAIN_0189,FKF,3,main,True,False,3.323653965009054,474.62,0.85,1.0,0.85,2,True,True,False,False,Tier C,merged_backbone,merged_sequence_level_authoritative,474.62,474.62,474.62,474.62,1.0,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_000968 || 11010 || biopep_ace_000783,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11010,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 161699 ChEMBL: ID CHEMBL1272234 ChemSpider: ID 26363338 Metabolomics Workbench: ID 84489 PubChem: CID 52943495 UniChem: ID 943383 Wikidata: ID Q106027809 ZINC: ID ZINC000034371363,2,2
MAIN_0433,VVF,3,main,True,False,1.999230894449437,10017.725,0.8,1.0,0.8,2,True,True,False,False,Tier D,merged_backbone,merged_sequence_level_authoritative,35.45,20000.0,10017.725,10017.725,564.1748942172073,,,,merged_short23_tiered_standardized || biopep_core_standardized,ace_merged_002000 | ace_merged_002001 || 1573 | 9044 || biopep_ace_000342 || 9044,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9044,source_count=2; spread_ratio=564.1749 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1573 BioPepDB: ID biopep01481 BRENDA: Ligand L-Val-L-Val-L-Phe ChemSpider: ID 5377964 PubChem: CID 7014911 SATPdb: ID satpdb22810 || BIOPEP-UWM,3,2
MAIN_0166,ASP,3,main,True,False,3.615646585862494,242.3,0.95,1.0,0.95,3,True,True,False,False,Tier B,merged_backbone,merged_sequence_level_authoritative,242.3,242.3,242.3,242.3,1.0,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,"ace_merged_000886 | ace_merged_000887 | ace_merged_000888 || 5193 | 5871 | MBPDB_P02668 Genetic Variant B,F2,G1,G2,J_ASP_169-171_169-171_169-171_169-171_169-171 || mbpdb_ace_000331 || MBPDB_P02668 Genetic Variant B,F2,G1,G2,J_ASP_169-171_169-171_169-171_169-171_169-171 || 5193 || 5871",10.3168/jds.2008-1671 || Milk (bovine lactoglobulin),"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | MBPDB || Short communication: Bovine κ-casein variants result in different angiotensin I converting enzyme (ACE) inhibitory peptides || Bos taurus || Kappa-casein Genetic Variant B,F2,G1,G2,J || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971)",6,4
