sequence,length,dedup_strategy,task_role,label_source_mode,is_from_merged_backbone,contains_merged,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_count,record_count_total,row_count_after_filter,source_db_set,source_table_set,source_file_set,origin_source_set,high_confidence_flag,conflict_flag,tier_23,raw_record_ids,citation_ids,notes
GVR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,166.5,166.5,166.5,166.5,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_001100 || 9727 || biopep_ace_000546,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9727,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 9728 J-GLOBAL: ID 200907053747971915 Nikkaji: ID J2.059.414D PubChem: CID 101736690
GVW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,240.0,240.0,240.0,240.0,1.0,3,10,6,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_001101 | ace_merged_001102 | ace_merged_001103 | ace_merged_001104 | ace_merged_001105 || 3651 | 5213 | 5815 | 6501 | 7491 || biopep_ace_000160 || 7491 || 3651 || 5213 || 5815 || 6501,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7491 || Milk (Fermented Milk) || Milk,"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 3651, 4174, 4812, 4971, 5213, 5815, 6501 ChEBI: ID 164181 DFBP: ID DFBPACEI0665; DFBPANHY0566; DFBPMUFU0149 EROP-Moscow: ID E26429 J-GLOBAL: ID 200907057292666707 Metabolomics Workbench: ID 82253 Nikkaji: ID J2.440.041G PubChem: CID 102403414 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC"
GVY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,398.1,20000.0,10199.05,10199.05,50.23863350916855,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_001106 | ace_merged_001107 || 1631 | 9065 || biopep_ace_000362 || 9065,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9065,source_count=2; spread_ratio=50.2386 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1631 BioPepDB: ID biopep00433 SATPdb: ID satpdb14384 || BIOPEP-UWM
GYK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,160.0,160.0,160.0,160.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001108 || 6633,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
HHL,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.2,20000.0,5.43209876543,5.43209876543,9090.90909090909,4,16,8,,,,merged_short23_tiered_standardized || biopep_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001109 | ace_merged_001110 | ace_merged_001111 | ace_merged_001112 | ace_merged_001113 | ace_merged_001114 | ace_merged_001115 | ace_merged_001116 | ace_merged_001117 || 1535 | 1537 | 1901 | 1980 | 2783 | 6225 | 6488 | 7478 | FMDB775 || biopep_ace_000157 || 7478 || fermfoodb_ace_000191 || FMDB775 || 1901 || 1980 || 2783 || 6225 || 6488,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7478 || 11410001 || Soybean (Korean fermented soybean paste) || Soybean-derived || Soybean (Fermented soybean paste) || Soybean (Glycine max) || WIPO,"source_count=3; spread_ratio=9090.9091 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb || AHTPDB: ID 1535, 1537, 1901, 1980, 2783, 3656, 6225, 6488 BIOPEP-UWM database of bioactive peptides: ID 7478 ChEBI: ID 164530 ChemSpider: ID 8019916 DFBP: ID DFBPACEI0658; DFBPANHY0481; FBPMUFU0144 EROP-Moscow: ID E09152 J-GLOBAL: ID 200907012866993384 Metabolomics Workbench: ID 82426 Nikkaji: ID J1.553.347A PlantPepDB: ID PPepDB_2968 PubChem: CID: 9844201 SATPdb: ID satpdb23858 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB775 || BIOPEP-UWM || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || spectrophotometric assay using HHL as substrate || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || Cushman and Cheung (1971) || SEC, HPLC || exact_molar_value || not_converted: ic50_type不是mass_unit || IEC, RP-HPLC"
HHT,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,794.3,20000.0,800.0,800.0,25.17940324814302,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001118 | ace_merged_001119 | ace_merged_001120 || 1519 | 5067 | 9028 || biopep_ace_000326 || 9028 || 5067,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9028 || Synthesized,"source_count=2; spread_ratio=25.1794 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1519, 5067 BioPepDB: ID biopep00450 SATPdb: ID satpdb19679 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || HPLC"
HIR,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,953.0,20000.0,953.0,953.0,20.98635886673662,4,9,5,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001123 | ace_merged_001124 | ace_merged_001125 | ace_merged_001126 | ace_merged_001127 || 1534 | 2248 | 3463 | 5130 | MBPDB_P02754_HIR_162-164 || biopep_ace_000105 || 3463 || mbpdb_ace_000095 || MBPDB_P02754_HIR_162-164 || 2248 || 5130,10.3168/jds.S0022-0302(04)70013-2 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3463 || Milk derived || Synthetic,"source_count=3; spread_ratio=20.9864 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | MBPDB || BIOPEP-UWM || Structural Analysis of a New Anti-Hypertensive Peptide (β-Lactosin B) Isolated from a Commercial Whey Product || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Abubakar et al. || GF, RP-HPLC"
HLL,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,22.2,20000.0,22.2,22.2,900.900900900901,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001128 | ace_merged_001129 | ace_merged_001130 || 1536 | 6491 | 7479 || biopep_ace_000158 || 7479 || 6491,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7479 || WIPO,source_count=2; spread_ratio=900.9009 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
HQG,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,741.3,20000.0,745.0,745.0,26.97963037906381,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001131 | ace_merged_001132 | ace_merged_001133 || 1518 | 5066 | 9027 || biopep_ace_000325 || 9027 || 5066,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9027 || Synthesized,"source_count=2; spread_ratio=26.9796 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1518, 5066 BioPepDB: ID biopep00472 SATPdb: ID satpdb28339 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || HPLC"
HQK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1910.270743207116,1910.270743207116,1910.270743207116,1910.270743207116,1.0,2,2,2,,,,merged_short23_tiered_standardized || ferm_strict_core_standardized,False,False,Tier C,ace_merged_001134 || FMDB2075 || fermfoodb_ace_000829,12957917,only_one_record_after_merge || single-source evidence with usable IC50 || FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2075 || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate
HQP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,134.7,134.7,134.7,134.7,1.0,2,2,2,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,False,False,Tier C,ace_merged_001135 || MBPDB_P02666_HQP_160-162_163-165 || mbpdb_ace_000220,10.1016/j.foodchem.2014.01.056,only_one_record_after_merge || single-source evidence with usable IC50 || MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein
IAE,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,34.7,34.7,34.7,34.7,1.0,2,6,4,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001136 | ace_merged_001137 | ace_merged_001138 || 1036 | 1866 | 6727 || 1036 || 1866 || 6727,Algae (Spirulina platensis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC, HPLC"
IAF,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,19.87,19.87,19.87,19.87,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_001139 || 10076 || biopep_ace_000640,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10076,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID ChEBI: ID 158152 PubChem: CID 656985
IAK,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,15.7,15700.0,15.7,15.7,1000.0,3,12,7,,,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001140 | ace_merged_001141 | ace_merged_001142 | ace_merged_001143 | ace_merged_001144 | ace_merged_001145 || 1001 | 1733 | 4187 | 4322 | 6613 | MBPDB_P02668_IAK_43-45 || mbpdb_ace_000037 || MBPDB_P02668_IAK_43-45 || 1001 || 1733 || 4187 || 4322 || 6613,"1) 10.1002/mnfr.200900448, 2) 10.1002/elps.200700324 || Milk (Ovine milk proteins) || Enzymatic-hydrolysis (Hydrolysis with digestive enzymes) || Milk Casein derived || Milk-Cheese (Sheep milk and cheeses proteins) || Milk (Ovine milk product)","source_count=2; spread_ratio=1000.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || 1) Changes in arterial blood pressure after single oral administration of milk-casein-derived peptides in spontaneously hypertensive rats, 2) Identification of novel angiotensin-converting enzyme-inhibitory peptides from ovine milk proteins by CE-MS and chromatographic techniques || Bos taurus || Kappa-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, FPLC, RP-HPLC, IT-MS (CE-MS) || Spectrophotometric, HPLC, UPLC || RP-HPLC"
IAP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,2.7,25120.0,1347.35,1347.35,9303.703703703703,2,14,7,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001146 | ace_merged_001147 | ace_merged_001148 | ace_merged_001149 | ace_merged_001150 | ace_merged_001151 | ace_merged_001152 | ace_merged_001153 || 1550 | 1626 | 1885 | 2671 | 5119 | 5520 | 5521 | 6722 || 1885 || 2671 || 5119 || 5520 || 5521 || 6722,Cereals (Wheat Gliadin) || Cereals (Wheat gliadin) || Cereals (Wheat gliadin hydrolysate),"source_count=1; spread_ratio=9303.7037 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Friedland and Silverstein (1976) || IEC, SEC, RP-HPLC || IEC, SECC"
IAQ,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,34.67,20000.0,10017.335,10017.335,576.8676088837611,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_001154 | ace_merged_001155 || 1572 | 9043 || biopep_ace_000341 || 9043,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9043,source_count=2; spread_ratio=576.8676 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1572 BiopepDB: ID biopep00486 SATPdb: ID satpdb13679 || BIOPEP-UWM
IAV,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,153.4,153.4,153.4,153.4,1.0,2,4,3,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001156 | ace_merged_001157 || 1063 | 5732 || 1063 || 5732,Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC"
IAY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,12.59,20000.0,10006.295,10006.295,1588.5623510722796,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_001158 | ace_merged_001159 || 1655 | 9071 || biopep_ace_000368 || 9071,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9071,source_count=2; spread_ratio=1588.5624 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1655 BioPepDB: ID biopep00491 ChemSpider: ID 9785040 PubChem: CID 11610285 SATPdb: ID satpdb26911 || BIOPEP-UWM
IEF,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,3.8,3.8,3.8,3.8,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001160 || 2023,Chicken muscle,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
IEP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.6,20000.0,5.8,5.8,12500.0,3,6,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001161 | ace_merged_001162 | ace_merged_001163 | ace_merged_001164 || 1525 | 2196 | 6748 | 7859 || biopep_ace_000261 || 7859 || 6748,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7859,source_count=2; spread_ratio=12500.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
IEW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,104.0,104.0,104.0,104.0,1.0,3,4,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier B,ace_merged_001165 | ace_merged_001166 || 6765 | 8228 || biopep_ace_000274 || 8228 || 6765,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8228 || Arachin,source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
IEY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,10.0,182.0,182.0,182.0,18.2,3,9,5,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001167 | ace_merged_001168 | ace_merged_001169 | ace_merged_001170 | ace_merged_001171 || 2044 | 5214 | 6101 | 6764 | 8227 || biopep_ace_000273 || 8227 || 5214 || 6101 || 6764,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8227 || Legume (Peanut (Arachis hypogaea)) || Arachin,source_count=2; spread_ratio=18.2000 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Jimsheena and Gowda (2009) || RP-HPLC
IFG,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1001.0,1001.0,1001.0,1001.0,1.0,2,2,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001172 || 6626,,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit
IFL,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,44.67,20000.0,44.8,44.8,447.7277815088426,4,17,8,,,,merged_short23_tiered_standardized || biopep_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001173 | ace_merged_001174 | ace_merged_001175 | ace_merged_001176 | ace_merged_001177 | ace_merged_001178 | ace_merged_001179 | ace_merged_001180 | ace_merged_001181 || 1564 | 1899 | 5118 | 5215 | 6215 | 6861 | 9039 | FMDB1976 | FMDB993 || biopep_ace_000337 || 9039 || fermfoodb_ace_000380 | fermfoodb_ace_000750 || FMDB1976 | FMDB993 || 1899 || 5118 || 5215 || 6215 || 6861,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9039 || 12843654 || Soybean (Tofoyu) || Soybean || Soybean (Glycine max fermented food, tofuyo) || Soybean (tofuyo fermented soybean food)","source_count=3; spread_ratio=447.7278 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb || AHTPDB: ID 1564, 1899, 2967, 4818, 5118, 5215, 6215, 6861 BioPepDB: ID biopep00509 EROP-Moscow: ID E06384 J-GLOBAL: ID 200907006650160434 Nikkaji: ID J1.913.865H SATPdb: ID satpdb22535 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1976 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB993 || BIOPEP-UWM || within_range_consistent || spread_ratio=1.0000 || Ace-inhibitory || Spectrophotometric assay using HHL as substate | Spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RPC, IEC, RP-HPLC || Modified Lieberman’s method || RP-HPLC || GFC, IEC, RP-HPLC || Lieberman's method || GFC, RP-HPLC"
IFY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,13.93,13.93,13.93,13.93,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_001182 || 9701 || biopep_ace_000537,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9701,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 102234687
IIP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,10.0,80.8,45.4,45.4,8.08,2,3,2,,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,False,False,Tier C,ace_merged_001187 | ace_merged_001188 || 1232 | 2094 || 1232,Sweet-potato protein isolate,"source_count=1; spread_ratio=8.0800 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Absorption Chromatography, RP-HPLC"
IIY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.08,1.08,1.08,1.08,1.0,2,2,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier C,ace_merged_001189 || 9704 || biopep_ace_000538,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9704,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 70160541
IKP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.7,20000.0,4.7,4.7,11764.705882352942,3,22,11,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001196 | ace_merged_001197 | ace_merged_001198 | ace_merged_001199 | ace_merged_001200 | ace_merged_001201 | ace_merged_001202 | ace_merged_001203 | ace_merged_001204 | ace_merged_001205 | ace_merged_001206 | ace_merged_001207 || 1516 | 1599 | 2032 | 2569 | 2854 | 3349 | 5079 | 5095 | 5216 | 5516 | 5666 | 6346 || biopep_ace_000062 || 3349 || 2032 || 2569 || 2854 || 5079 || 5095 || 5216 || 5516 || 5666 || 6346,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3349 || Fish (chum salmon fish) || Fish (Bonito bowel) || Synthesized || Fish (Bonito muscle) || Legume (Peanut protein) || Fish (Bonito (Sarda bowel autolysate)) || Fish (Dried bonito),"source_count=2; spread_ratio=11764.7059 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || RP-HPLC, IEC || RP-HPLC Assay || GFC, IEC, RP-HPLC, HIC"
IKW,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,0.21,20000.0,0.21,0.21,95238.09523809524,3,18,9,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001208 | ace_merged_001209 | ace_merged_001210 | ace_merged_001211 | ace_merged_001212 | ace_merged_001213 | ace_merged_001214 | ace_merged_001215 | ace_merged_001216 | ace_merged_001217 || 1598 | 1652 | 2021 | 2855 | 2859 | 2894 | 5061 | 5718 | 6532 | 7546 || biopep_ace_000169 || 7546 || 2021 || 2855 || 2859 || 2894 || 5061 || 5718 || 6532,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7546 || Chicken muscle proteins || Synthesized || Chicken muscle || Food-protein,"source_count=2; spread_ratio=95238.0952 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1598, 1652, 2021, 2599, 2855, 2859, 2894, 3767, 4202, 4975, 5061, 5718, 6532 BRENDA: Ligand Ile-Lys-Trp ChEBI: ID 158604 ChemSpider: ID 8000528 DFBP: ID DFBPACEI0090; DFBPANHY0514; DFBPMUFU0042 EROP-Moscow: ID E09190 J-Global: ID 200907057574999709 Metabolomics Workbench: ID 82893 Nikkaji: ID J1.356.192C PubChem: CID 9824781 SATPdb: ID satpdb19180 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || RP-HPLC || Cushman and Cheung (1971) || GFC || HPLC"
IKY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,34.0,20000.0,34.0,34.0,588.2352941176471,3,5,3,,,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001218 | ace_merged_001219 | ace_merged_001220 || 1526 | 6766 | 8229 || biopep_ace_000275 || 8229 || 6766,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8229 || Arachin,source_count=2; spread_ratio=588.2353 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit
ILP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,270.0,20000.0,270.0,270.0,74.07407407407408,4,13,7,,,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,False,False,Tier D,ace_merged_001221 | ace_merged_001222 | ace_merged_001223 | ace_merged_001224 | ace_merged_001225 | ace_merged_001226 | ace_merged_001227 || 1582 | 2642 | 5217 | 5982 | 6309 | 6807 | MBPDB_P05814_ILP_81-83 || biopep_ace_000024 || 2642 || mbpdb_ace_000218 || MBPDB_P05814_ILP_81-83 || 5217 || 5982 || 6309 || 6807,10.1080/00021369.1989.10869621 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2642 || Milk (human β casein) || Human (Human Beta Casein) || Human (Synthetic peptide of Human beta casein),"source_count=3; spread_ratio=74.0741 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | MBPDB || AHTPDB: ID 1582, 3193, 3296, 3951, 4080, 4744, 5217, 5595, 5982, 6309, 6807 BindingDB: ID 50049792 ChEMBL: ID CHEMBL3322005 ChemSpider: ID 58109317 EROP-Moscow: ID E14596, E09247 MBPDB: Peptide ILP PubChem: CID 14889702 SATPdb: ID satpdb27751 || BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS"
IMY,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,1.82,20000.0,10000.91,10000.91,10989.010989010989,2,3,2,,,,merged_short23_tiered_standardized || biopep_core_standardized,False,False,Tier D,ace_merged_001229 | ace_merged_001230 || 1614 | 9055 || biopep_ace_000353 || 9055,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9055,"source_count=2; spread_ratio=10989.0110 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1614, 2676 BioPepDB: ID biopep00545 ChemSpider: ID 7999483 EROP-Moscow: ID E14472 PubChem: CID 9823736 SATPdb: ID satpdb28699 || BIOPEP-UWM"
INP,3,merged_backbone,main,merged_sequence_level_authoritative,True,True,10.0,71.2,40.6,40.6,7.12,2,3,2,,,,merged_short23_tiered_standardized || mbpdb_core_standardized,False,False,Tier B,ace_merged_001232 | ace_merged_001233 || 2136 | MBPDB_P02663_INP_43-45 || mbpdb_ace_000280 || MBPDB_P02663_INP_43-45,10.1016/j.idairyj.2013.10.009,source_count=2; spread_ratio=7.1200 || 2 sources and consistent within acceptable spread || AHTPDB | MBPDB || Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity || Bos taurus || Alpha-S2-casein
