sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,cls_label,cls_label_name,plm4ace_label,cls_source,cls_threshold_ic50_uM,cls_length_range,sample_weight,weight_len,weight_quality,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,origin_source_set,citation_ids,notes,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_table_set,source_file_set,raw_record_ids,row_count_after_filter
IYLL,4,aux,False,True,42.0,4.376750709602099,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,3,False,False,,42.0,42.0,42.0,42.0,1.0,,ahtpdb_clean_um_standardized,Soybean || Soybean (Soy bioactive),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GF, HPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,1846 || 2669 || 6547,3
ALP,3,main,True,False,240.0,3.619788758288394,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,5,False,False,Tier D,239.9,20000.0,240.0,240.0,83.36807002917882,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9029 || Synthesized,"source_count=2; spread_ratio=83.3681 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1520, 5068 BindingDB: ID 50049724 BioPepDB: ID biopep00049 ChEMBL: ID CHEMBL3321996 ChemSpider: ID 8014988 PubChem: CID 9839270 SATPdb: ID satpdb11905 ZINC: ID ZINC000033980722 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000875 | ace_merged_000876 | ace_merged_000877 || 1520 | 5068 | 9029 || biopep_ace_000327 || 9029 || 5068,3
WYS,3,main,True,False,500.0,3.3010299956639813,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,500.0,500.0,500.0,500.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Casein β-lg f,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971),merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002037 || 5091,2
GS,2,main,True,False,3800.0,2.42021640338319,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,5,False,False,Tier B,3800.0,20000.0,3800.0,3800.0,5.2631578947368425,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7607,source_count=2; spread_ratio=5.2632 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000247 | ace_merged_000248 | ace_merged_000249 || 1428 | 6593 | 7607 || biopep_ace_000211 || 7607 || 6593,3
WCW,3,main,True,False,49.5,4.305394801066432,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,49.5,49.5,49.5,49.5,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10567,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || ChEBI: ID 164588 EROP-Moscow: ID E24729 Metabolomics Workbench: ID 85953 PubChem: CID 145458333,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002025 || 10567 || biopep_ace_000711,2
IPA,3,main,True,False,141.0,3.85078088734462,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,21,False,False,Tier D,141.0,20000.0,141.0,141.0,141.84397163120568,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.3168/jds.S0022-0302(98)75878-3 || Whey (Whole whey protein) || Lactogloblin || Enzymatic-hydrolysis (Hydrolysis with proteinase K) || Milk derived || Cheese whey protein || Beta Lactoglobulin || Milk (cheese whey) || Whey protein,"source_count=2; spread_ratio=141.8440 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Structural analysis of new antihypertensive peptides derived from cheese whey protein by proteinase K digestion || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Yamamoto et al. || HIC, RP-HPLC || Enzymatic Hydrolysis of milk proteins || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC, GF || GFC, RP-HPLC, HIC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001234 | ace_merged_001235 | ace_merged_001236 | ace_merged_001237 | ace_merged_001238 | ace_merged_001239 | ace_merged_001240 | ace_merged_001241 | ace_merged_001242 | ace_merged_001243 | ace_merged_001244 || 1300 | 1588 | 1661 | 1740 | 2261 | 2579 | 5218 | 5562 | 5947 | 6426 | MBPDB_P02754_IPA_94-96 || mbpdb_ace_000075 || MBPDB_P02754_IPA_94-96 || 1300 || 1661 || 1740 || 2261 || 2579 || 5218 || 5562 || 5947 || 6426,11
ITT,3,main,True,False,678.5,3.168450148004244,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,5,False,False,Tier C,678.5,20000.0,678.5,678.5,29.476787030213707,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Porcine skeletal muscle protein || Porcine skeletal muscle,source_count=1; spread_ratio=29.4768 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001350 | ace_merged_001351 | ace_merged_001352 || 1554 | 5088 | 6631 || 5088 || 6631,3
PPP,3,main,True,False,78.2,4.106793246940152,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,78.2,78.2,78.2,78.2,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9172,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || AHTPDB: ID 4572; 4848; 5486 BioPepDB: ID biopep01082 BIOPEP-UWM database of sensory peptides and amino acids: ID 6 ChEBI: ID 73647 ChemSpider: ID 388670 KEGG: ID C01843 PubChem: CID 439587 SATPdb: ID satpdb11296 ZINC: ID ZINC04095727,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001718 || 9172 || biopep_ace_000430,2
AMNPP,5,aux,False,True,304.5,3.5164127030311056,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,304.5,304.5,304.5,304.5,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9013,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000313 || 9013,1
AY,2,main,True,False,40.0,4.3979400086720375,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,5,27,False,False,Tier D,14.2,20000.0,40.0,40.0,1408.4507042253522,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,10.1080/1475636031000138723 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3563 || 19994857 || Soybean || Cereals (Corn Gluten meal) || Soybean Sauce || Cereals (Corn gluten meal) || Cereals (Corn (Zea mays)) || Cereals (Maize (Zea mays)) || Soybean (Glycine max - Fermented soybean seasoning) || Alpha-zein,"source_count=4; spread_ratio=1408.4507 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb | MBPDB || AHTPDB: ID 1127, 1268, 1365, 1414, 1500, 1877, 1889, 2650, 2686, 2744, 2977, 3004, 3072, 3175, 3211, 3469, 3757, 3787, 3894, 4068, 4444, 4493, 4670, 5138, 5583, 5719, 5782, 6208, 6472 AODB: ID AOPE0711 BindingDB: ID 50188523 BIOPEP-UWM database of bioactive peptide: ID 7866; 8765 BRENDA: Ligand Ala-Tyr CAS: Registry No 3061-88-9 ChEBI: ID 73395 ChEMBL: ID CHEMBL94016 Chemspider: ID 83903 DFBP: ID DFBPACEI0616, DFBPANHY0455, DFBPANHY0656, DFBPANHY0945, DFBPANOX0047, DFBPANOX0775, DFBPMUFU0141 ECHA: ID 221-305-7 EPA CompTox: ID DTXSID00184677 EROP-Moscow: ID E04098 FermFooDB: ID FMDB844, FMDB1996 FooDB: ID FDB111756 HMDB: ID HMDB0028699 J-GLOBAL: ID 200907058047799951 Metabolights: ID MTBLC73395 Metabolomics Workbench: ID 78674 Nikkaji: ID J80.626I NMRShiftDB: ID 60023645 PepLife: ID 1196 PlantPepDB: ID PPepDB_240 PubChem: CID 92946 Sabio-RK: ID 23225, 25527 SATPdb: ID satpdb10146 SureChEMBL: ID SCHEMBL2493049 ZINC: ID ZINC000002390894 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB844 || BIOPEP-UWM || Characterization of New Milk-derived Inhibitors of Angiotensin Converting Enzyme In Vitro and In Vivo || Bos taurus || Lactotransferrin || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || ACE color kit conatining p-hydroxybenzoylglycyl-L-histidyl-L-leucine as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RPC, LC-MS/MS || Cushman and Cheung (1971) || UF, SEC, RPC, LC/MS || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || NMR, LC-MS, GPC || HPLC-ESI-MS || GFC, RP-HPLC || RP-HPLC || ACE color kit (Fujirebio Corp., Tokyo, Japan), Ka || RP-HPLC, TLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000061 | ace_merged_000062 | ace_merged_000063 | ace_merged_000064 | ace_merged_000065 | ace_merged_000066 | ace_merged_000067 | ace_merged_000068 | ace_merged_000069 | ace_merged_000070 | ace_merged_000071 | ace_merged_000072 | ace_merged_000073 | ace_merged_000074 | ace_merged_000075 || 1268 | 1365 | 1414 | 1500 | 1877 | 1889 | 2650 | 3563 | 5138 | 5719 | 5782 | 6208 | 6472 | FMDB844 | MBPDB_P24627_AY_184-185 || biopep_ace_000141 || 3563 || mbpdb_ace_000029 || MBPDB_P24627_AY_184-185 || fermfoodb_ace_000249 || FMDB844 || 1268 || 1877 || 1889 || 2650 || 5138 || 5719 || 5782 || 6208 || 6472,13
TKVIP,5,aux,False,True,400.0,3.397940008672037,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,4,False,False,,400.0,400.0,400.0,400.0,1.0,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.3168/jds.S0022-0302(96)76487-1 || Enzymatic-hydrolysis (Hydrolysis with a proteinase from L. helveticus CP790) || Bovine,"Identification of an Antihypertensive Peptide from Casein Hydrolysate Produced by a Proteinase from Lactobacillus helveticus CP790 || Bos taurus || Alpha-S2-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000271 || MBPDB_P02663_TKVIP_213-217 || 1724 || 2488 || 6496,4
FDK,3,main,True,False,10194.5,1.991634069794225,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,2,3,False,False,Tier D,389.0,20000.0,10194.5,10194.5,51.41388174807198,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9049,source_count=2; spread_ratio=51.4139 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1578 BioPepDB: ID biopep00217 SATPdb: ID satpdb22220 || BIOPEP-UWM,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000947 | ace_merged_000948 || 1578 | 9049 || biopep_ace_000347 || 9049,2
YRPY,4,aux,False,True,320.0,3.494850021680094,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,4,False,False,,320.0,320.0,320.0,320.0,1.0,,ahtpdb_clean_um_standardized,Fish (Bonito bowel) || Fish (Bonito (Sarda bowel autolysate)),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Maruyama and Suzuki || HPLC || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC, HIC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2561 || 5308 || 5667 || 6665,4
FYPEL,5,aux,False,True,76.46000000000001,4.11656570631699,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,2,False,False,,71.3,81.62,76.46000000000001,76.46000000000001,1.144740532959327,,biopep_core_standardized || mbpdb_core_standardized,"https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9178 || 1) 10.1016/j.idairyj.2013.05.008, 2) 10.3390/foods9080991","BIOPEP-UWM || 1) Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Bos taurus || Alpha-S1-casein",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000432 || 9178 || mbpdb_ace_000296 || MBPDB_P02662_FYPEL_160-164,2
GPA,3,main,True,False,405.0,3.392544976785332,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,10,False,False,Tier B,405.0,405.0,405.0,405.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3342 || Milk derived || Gelatin,"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2253, 4800, 5208, 5748, 6339 BIOPEP-UWM database of bioactive peptides: ID 8522 BRENDA: Ligand Gly-Pro-Ala CAS: Registry No 837-83-2 ChEBI: ID 163947 DFBP: ID DFBPACEI0443, DFBPDPIV0024, DFBPMUFU0424 ECHA: ID 212-654-6 EROP-Moscow: ID E23613 J-GLOBAL: ID 200907010653435768 Metabolomics Workbench: ID 82136 Nikkaji: ID J151.056H PubChem: CID 7276371 SATPdb: ID satpdb26864 SureChEMBL: ID SCHEMBL12272846 UniChem: ID 3204535 Wikidata: ID Q106022926 ZINC: ID ZINC000004545917 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Using the synthetic substrate, benzoyl-Gly-Gly-Gly || GFC, IEC, AF , PC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001039 | ace_merged_001040 | ace_merged_001041 | ace_merged_001042 | ace_merged_001043 || 2253 | 3342 | 5208 | 5748 | 6339 || biopep_ace_000055 || 3342 || 2253 || 5208 || 5748 || 6339,6
VPLW,4,aux,False,True,24.12,4.617622696531886,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,24.12,24.12,24.12,24.12,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10152,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000667 || 10152,1
YVP,3,main,True,False,200.0,3.6989700043360174,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,8,False,False,Tier C,200.0,200.0,200.0,200.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Milk derived || Milk (human casein),source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002074 | ace_merged_002075 | ace_merged_002076 | ace_merged_002077 || 2255 | 5269 | 6034 | 6621 || 2255 || 5269 || 6034 || 6621,5
EKGP,4,aux,False,True,129.9,3.886390848926972,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,129.9,129.9,129.9,129.9,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9157,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000426 || 9157,1
KVLPG,5,aux,False,True,265.44,3.5760336313197145,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,265.44,265.44,265.44,265.44,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9020,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000320 || 9020,1
YGG,3,main,True,False,1001.0,2.999565922520681,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,5,False,False,Tier D,1001.0,20000.0,1001.0,1001.0,19.98001998001998,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7647,source_count=2; spread_ratio=19.9800 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || ACToR: ID 21778-69-8 AHTPDB: ID 1592; 3315; 4560; 4845; 5474; 6634 BIOPEP database of bioactive peptides: ID 3741 BIOPEP database of sensory peptides and amino acids: ID 34 BRENDA: Ligand Tyr-Gly-Gly ChEBI: ID 74991 ChEMBL: ID CHEMBL191422 ChemSpider: ID 110288 EROP-Moscow: ID E09286 PubChem: ID 123715 ZINC: ID ZINC02575477 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002041 | ace_merged_002042 | ace_merged_002043 || 1592 | 6634 | 7647 || biopep_ace_000230 || 7647 || 6634,3
YV,2,main,True,False,10287.7,1.9876817087126435,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,2,3,False,False,Tier D,575.4,20000.0,10287.7,10287.7,34.758428919012864,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9077,"source_count=2; spread_ratio=34.7584 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1416, 2688 BioPepDB: ID biopep01639 BIOPEP-UWM database of bioactive peptides: ID 8946 ChEBI: ID 75007 ChemSpider: ID 5373139 J-GLOBAL: ID 200907025118841649 Nikkaji: ID J149.636K PubChem: CID 7009560 SATPdb: ID satpdb13043 SDBS: ID 4355 || BIOPEP-UWM",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000815 | ace_merged_000816 || 1416 | 9077 || biopep_ace_000374 || 9077,2
SVYT,4,aux,False,True,63.0,4.200659450546418,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,63.0,63.0,63.0,63.0,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9939,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000609 || 9939,1
TYLGS,5,aux,False,True,1.71,5.767003889607846,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,2,False,False,,0.86,2.56,1.71,1.71,2.976744186046512,,ahtpdb_clean_um_standardized,Synthesized,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2320 || 2865,2
VYPHK,5,aux,False,True,4.59,5.338187314462739,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,4.59,4.59,4.59,4.59,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2337,1
LFRQ,4,aux,False,True,17.0,4.769551078621726,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,17.0,17.0,17.0,17.0,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,6647,1
IVF,3,main,True,False,33.11,4.480040819247932,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,4,False,False,Tier B,33.11,33.11,33.11,33.11,1.0,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8508 || Egg (Ovalbumin),"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 4199, 4974, 5113, 5538 ChEBI: ID 158915 ChemSpider: ID 8040205 DFBP: ID DFBPACEI0956; DFBPACEI1869; DFBPANHY0582; DFBPANOX0984; DFBPMUFU0507 EROP-Moscow: ID E07456 J-GLOBAL: ID 200907073324649546 Metabolomics Workbench: ID 83049 Nikkaji: ID J2.263.889K PlantPepDB: ID PPepDB_3791 PubChem: CID 9864513 SATPdb: ID satpdb11295 SureChEMBL: ID SCHEMBL4985114 UniChem: ID 26274429 Wikidata: ID Q106026956 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001353 | ace_merged_001354 || 5113 | 8508 || biopep_ace_000300 || 8508 || 5113,3
LHP,3,main,True,False,3201.70757737,2.49461833616874,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,6,False,False,Tier C,2107.10669622,3201.70757737,3201.70757737,3201.70757737,1.5194805194789789,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Shrimp meat || Shrimp || Marine shrimp meat,"source_count=1; spread_ratio=1.5195 || single-source evidence with usable IC50 || AHTPDB || small || exact_mass_value_converted_to_uM_by_molwt || mass_unit_mg_per_mL_converted_to_uM || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001433 | ace_merged_001434 | ace_merged_001435 || 2825 | 2925 | 3688 || 2825 || 2925 || 3688,4
IYP,3,main,True,False,61.0,4.214670164989233,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,1.0,1.0,1.0,4,16,False,False,Tier A,61.0,61.0,61.0,61.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1080/00021369.1989.10869621 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=2627 || Milk (human β casein) || Human (Human Beta Casein) || Milk || Human (Synthetic peptide of Human beta casein),"source_count=3; spread_ratio=1.0000 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || AHTPDB: ID 3663, 3963, 4765, 5224, 5966, 6296, 6783, 6791 ChemSpider: ID 8447249 EROP-Moscow: ID E14582 MBPDB: Peptide IYP PubChem: CID 10271770 SATPdb: ID satpdb17470 || BIOPEP-UWM || Inhibition of Angiotensin-converting Enzyme by Synthetic Peptides of Human β-Casein || Homo sapiens || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC, FAB-MS",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001379 | ace_merged_001380 | ace_merged_001381 | ace_merged_001382 | ace_merged_001383 | ace_merged_001384 | ace_merged_001385 | ace_merged_001386 || 2627 | 3663 | 5224 | 5966 | 6296 | 6783 | 6791 | MBPDB_P05814_IYP_55-57_65-67_210-212 || biopep_ace_000011 || 2627 || mbpdb_ace_000216 || MBPDB_P05814_IYP_55-57_65-67_210-212 || 3663 || 5224 || 5966 || 6296 || 6783 || 6791,9
AIP,3,main,True,False,510.0,3.292429823902064,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,12,False,False,Tier B,350.0,670.0,510.0,510.0,1.9142857142857144,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3597 || Milk derived || Milk (human casein) || Casein (Beta Casein),"source_count=2; spread_ratio=1.9143 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1121, 2258, 2268, 4752, 5191, 5580, 5862, 6044, 6473 ChemSpider: ID 8055028 EROP-Moscow: ID E14563, E09239 FeptideDB: ID 3597 PubChem: CID 9879351 SATPdb: ID satpdb28416 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981)",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000859 | ace_merged_000860 | ace_merged_000861 | ace_merged_000862 | ace_merged_000863 | ace_merged_000864 || 2258 | 2268 | 3597 | 5191 | 6044 | 6473 || biopep_ace_000142 || 3597 || 2258 || 2268 || 5191 || 6044 || 6473,7
