sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,cls_label,cls_label_name,plm4ace_label,cls_source,cls_threshold_ic50_uM,cls_length_range,sample_weight,weight_len,weight_quality,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,origin_source_set,citation_ids,notes,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_table_set,source_file_set,raw_record_ids,row_count_after_filter
SRP,3,main,True,False,46.0,4.337242168318426,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,46.0,46.0,46.0,46.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10550,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 11990213,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001786 || 10550 || biopep_ace_000697,2
IAV,3,main,True,False,153.4,3.814174640387038,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,4,False,False,Tier C,153.4,153.4,153.4,153.4,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001156 | ace_merged_001157 || 1063 | 5732 || 1063 || 5732,3
FNE,3,main,True,False,10169.4,1.992704669926427,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,2,3,False,False,Tier D,338.8,20000.0,10169.4,10169.4,59.0318772136954,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9032,source_count=2; spread_ratio=59.0319 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1542 BioPepDB: ID biopep00256 SATPdb: ID satpdb26071 || BIOPEP-UWM,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000971 | ace_merged_000972 || 1542 | 9032 || biopep_ace_000330 || 9032,2
KWL,3,main,True,False,43.6,4.360513510731414,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,43.6,43.6,43.6,43.6,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Synthesized,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001394 || 2840,2
IPF,3,main,True,False,8.78,5.056505484093897,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,8.78,8.78,8.78,8.78,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Egg (cooked egg protein),"only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || CEC, GF, LC-MS",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001245 || 5106,2
PLW,3,main,True,False,36.0,4.443697499232712,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,7,False,False,Tier C,36.0,20000.0,36.0,36.0,555.5555555555555,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Milk derived || Casein (Αs1-Casein) || A-casein,"source_count=1; spread_ratio=555.5556 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981) || RP-HPLC, TLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001708 | ace_merged_001709 | ace_merged_001710 | ace_merged_001711 || 1603 | 2245 | 5102 | 6449 || 2245 || 5102 || 6449,4
PGR,3,main,True,False,500.0,3.3010299956639813,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,1,2,False,False,Tier E,0.0,1000.0,500.0,500.0,,,merged_short23_tiered_standardized,,"spread_ratio_unavailable || unknown or insufficient evidence pattern || AHTPDB | BIOPEP-UWM || AHTPDB: ID 2715, 4575, 4857, 5489, 6122 ChEBI: ID 162299 DFBP: ID DFBPACEI1252 EROP-Moscow: ID E25889 Metabolomics Workbench: ID 84797 PubChem: CID 145457469 SATPdb: ID satpdb13562 UniChem: ID 176705980 Wikidata: ID Q106028030",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001697 | ace_merged_001698 || 10904 | 6122,1
FG,2,main,True,False,3700.0,2.431798275933005,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.95,1.0,0.95,3,5,False,False,Tier B,3700.0,20000.0,3700.0,3700.0,5.405405405405405,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7605,source_count=2; spread_ratio=5.4054 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || ACToR: ID 294-26-2 AHTPDB: ID 1483; 3058; 3144; 3238; 3479; 3809; 3876; 3907; 4415; 4515; 4674; 5412; 6591 BindingDB: ID 50139894 BioPepDB: ID biopep00236 BIOPEP-UWM database of sensory peptides and amino acids: ID 18 BitterDB: ID 835 BRENDA: Ligand Phe-Gly ChEBI: ID 73635 ChEMBL: ID CHEMBL417979 ChemSpider: ID 5360444 EROP-Moscow: ID E03702; E10395 FeptideDB: ID 7605 J-GLOBAL: ID 200907031969906344 MeSH: Term phenylalanylglycine; ID C040500 Metabolights: ID MTBLC73635 Nikkaji: ID J79.926B PlantPepDB: ID PPepDB_2903 PubChem: CID 6992304 SATPdb: ID satpdb13141 SureChEMBL: ID SCHEMBL1329817 ZINC: ID ZINC01569733 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000136 | ace_merged_000137 | ace_merged_000138 || 1483 | 6591 | 7605 || biopep_ace_000209 || 7605 || 6591,3
GD,2,main,True,False,9200.0,2.036212172654445,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.95,1.0,0.95,3,5,False,False,Tier B,9200.0,20000.0,9200.0,9200.0,2.1739130434782608,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7620,"source_count=2; spread_ratio=2.1739 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1476, 1693, 3059, 3092, 3096, 3252, 3823, 3915, 4400, 4529, 4657, 6607 BindingDB: ID 50188493 BIOPEP-UWM database of bioactive peptides: ID 7620 CAS: Registry No 4685-12-5 ChEBI: ID 73804 ChEMBL: ID CHEMBL91392 ChemSpider: ID 87881 DFBP: ID DFBPACEI1629 ECHA: 225-140-1 EROP-Moscow: ID E10390 FooDB: ID FDB111876 HMDB: ID HMDB0028837 J-GLOBAL: ID 200907049288254043 Metabolomics Workbench: ID 78799 Nikkaji: ID J149.619K PlantPepDB: ID PPepDB_51 PubChem: CID 97363 SATPdb: ID satpdb27666 SureChEMBL: ID SCHEMBL3207709 UniChem: ID 546586 Wikidata: ID Q27144120 ZINC: ID ZINC000001708196 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000188 | ace_merged_000189 | ace_merged_000190 || 1476 | 6607 | 7620 || biopep_ace_000224 || 7620 || 6607,3
AVF,3,main,True,False,2123.0,2.673050005834001,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,4,False,False,Tier C,2123.0,2123.0,2123.0,2123.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Cotton leafworm (Spodoptera littoralis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000891 | ace_merged_000892 || 5194 | 5720 || 5194 || 5720,3
LLF,3,main,True,False,79.8,4.09799710864927,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,3,20,False,False,Tier D,3.5,20000.0,79.8,79.8,5714.285714285715,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,"1) 10.1016/S0958-6946(02)00080-8, 2) 10.3390/foods9080991 || Whey protein (Beta Lactoglobulin) || Enzymatic-hydrolysis (Hydrolysis with thermolysin) || Βeta-lactoglobulin || Whey || Milk-Cheese (Sheep milk and cheeses proteins) || Milk (caprine lactoglobulin)","source_count=2; spread_ratio=5714.2857 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || 1) Preparation of ovine and caprine β-lactoglobulin hydrolysates with ACE-inhibitory activity Identification of active peptides from caprine β-lactoglobulin hydrolysed with thermolysin, 2) In Silico and In Vitro Analysis of Multifunctionality of Animal Food-Derived Peptides || Capra hircus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC || Cushman and Cheung (1971) || Spectrophotometric, HPLC, UPLC || RP-HPLC-MS/MS || exact_mass_value_converted_to_uM_by_molwt || mass_unit_ug_per_mL_converted_to_uM || SEC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001478 | ace_merged_001479 | ace_merged_001480 | ace_merged_001481 | ace_merged_001482 | ace_merged_001483 | ace_merged_001484 | ace_merged_001485 | ace_merged_001486 | ace_merged_001487 | ace_merged_001488 || 1009 | 1318 | 1549 | 1741 | 2011 | 4301 | 4327 | 5230 | 5925 | 6710 | MBPDB_P02756_LLF_121-123 || mbpdb_ace_000086 || MBPDB_P02756_LLF_121-123 || 1318 || 1741 || 2011 || 4301 || 4327 || 5230 || 5925 || 6710,10
LPF,3,main,True,False,39.81,4.400007822415902,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,3,5,False,False,Tier D,10.59,20000.0,39.81,39.81,1888.5741265344664,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9040 || Egg (cooked egg protein),"source_count=2; spread_ratio=1888.5741 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1565, 2626, 5104 BioPepDB: ID biopep00846 BIOPEP-UWM database of bioactive peptides: ID 8970, 10384 BIOPEP-UWM Virtual database: ID 280 EROP-Moscow: ID E09316 J-GLOBAL: ID 200907003013678170 Nikkaji: ID J2.687.063A PubChem: CID 25183214 SATPdb: ID satpdb11746 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || CEC, GF, LC-MS",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001515 | ace_merged_001516 | ace_merged_001517 || 1565 | 5104 | 9040 || biopep_ace_000338 || 9040 || 5104,3
IPP,3,main,True,False,9.0,5.045757490560675,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,4,94,False,False,Tier D,5.0,5000000.0,9.0,9.0,1000000.0,,merged_short23_tiered_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,"1) 10.1016/j.idairyj.2016.01.009, 2) 10.1016/j.idairyj.2007.02.009, 3) 10.1016/j.idairyj.2013.10.009, 4) 10.1016/j.idairyj.2009.11.017, 5) 10.1089/jmf.2009.0253, 6) 10.1016/j.foodchem.2014.09.098, 7) 10.3168/jds.S0022-0302(95)76689-9, 8) 10.3168/jds.2019-17976 || 21985248 | 25151888;12369200 | 25829629 || Cereals (Rye) || Casein || Fermentation with L. helveticus and S. cerevisiae || Milk derived || Milk (Skimmed milk) || Milk || Cheese (Swiss) || Β- and κ-casein || Casein β-lg f || Milk (human casein) || Milk (sour milk) || Sour milk","source_count=3; spread_ratio=1000000.0000 || multi-source evidence but conflicting IC50 range || AHTPDB | FermFooDb | MBPDB || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1036 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB1044 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB179 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2004 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2006 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2009 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2011 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2013 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2015 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2017 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2019 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2022 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2025 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2027 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2029 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2031 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2033 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2034 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2035 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2037 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2039 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2040 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB793 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB794 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB821 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB825 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB829 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB833 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB837 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB841 || 1) Release of angiotensin converting enzyme-inhibitory peptides during in vitro gastro-intestinal digestion of camel milk, 2) ACE-inhibitory activity of probiotic yoghurt, 3) Screening milk-derived antihypertensive peptides using quantitative structure activity relationship (QSAR) modelling and in vitro/in vivo studies on their bioactivity, 4) Biological effects of casein-derived tripeptide powders are not affected by fermentation process, 5) Hemodynamic Effects of Lactotripeptides from Casein Hydrolysate in Mediterranean Normotensive Subjects and Patients with High-Normal Blood Pressure: A Randomized, Double-Blind, Crossover Clinical Trial, 6) Antihypertensive effect of the bovine casein-derived peptide Met-Lys-Pro, 7) Purification and Characterization of Angiotensin I-Converting Enzyme Inhibitors from Sour Milk, 8) Characterization of casein-derived peptide bioactivity: Differential effects on angiotensin-converting enzyme inhibition and cytokine and nitric oxide production || Bos taurus || Kappa-casein || conflicting || spread_ratio=970873.7864 || Ace-inhibitory | Ace-inhibitory;Anti-hypertensive || Fate of ACE-inhibitory peptides during the bread-making process: Quantification of peptides in sourdough, bread crumb, steamed bread and soda crackers || Spectrophotometric assay using HHL as substarte | Spectrophotometric assay using HHL as substate | spectrophotometric assay using HHL as substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || UF, LC-MS || Enzymatic Hydrolysis of milk proteins || Spectrophotometric, HPLC, UPLC || RP-HPLC || HPLC, LC-MS || HPLC || Kasahara and Ashihara (1981) || GFC, RP-HPLC, UF",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001247 | ace_merged_001248 | ace_merged_001249 | ace_merged_001250 | ace_merged_001251 | ace_merged_001252 | ace_merged_001253 | ace_merged_001254 | ace_merged_001255 | ace_merged_001256 | ace_merged_001257 | ace_merged_001258 | ace_merged_001259 | ace_merged_001260 | ace_merged_001261 | ace_merged_001262 | ace_merged_001263 | ace_merged_001264 | ace_merged_001265 | ace_merged_001266 | ace_merged_001267 | ace_merged_001268 | ace_merged_001269 | ace_merged_001270 | ace_merged_001271 | ace_merged_001272 | ace_merged_001273 | ace_merged_001274 | ace_merged_001275 | ace_merged_001276 | ace_merged_001277 | ace_merged_001278 | ace_merged_001279 | ace_merged_001280 | ace_merged_001281 | ace_merged_001282 | ace_merged_001283 | ace_merged_001284 | ace_merged_001285 | ace_merged_001286 | ace_merged_001287 | ace_merged_001288 | ace_merged_001289 | ace_merged_001290 | ace_merged_001291 | ace_merged_001292 | ace_merged_001293 | ace_merged_001294 || 1276 | 1545 | 1625 | 1672 | 1710 | 2243 | 2741 | 2970 | 3629 | 4965 | 5126 | 5219 | 5514 | 5573 | 6046 | 6093 | 6440 | FMDB1036 | FMDB1044 | FMDB179 | FMDB2004 | FMDB2006 | FMDB2009 | FMDB2011 | FMDB2013 | FMDB2015 | FMDB2017 | FMDB2019 | FMDB2022 | FMDB2025 | FMDB2027 | FMDB2029 | FMDB2031 | FMDB2033 | FMDB2034 | FMDB2035 | FMDB2037 | FMDB2039 | FMDB2040 | FMDB793 | FMDB794 | FMDB821 | FMDB825 | FMDB829 | FMDB833 | FMDB837 | FMDB841 | MBPDB_P02668_IPP_129-131 || mbpdb_ace_000031 || MBPDB_P02668_IPP_129-131 || fermfoodb_ace_000032 | fermfoodb_ace_000209 | fermfoodb_ace_000210 | fermfoodb_ace_000226 | fermfoodb_ace_000230 | fermfoodb_ace_000234 | fermfoodb_ace_000238 | fermfoodb_ace_000242 | fermfoodb_ace_000246 | fermfoodb_ace_000415 | fermfoodb_ace_000423 | fermfoodb_ace_000777 | fermfoodb_ace_000779 | fermfoodb_ace_000782 | fermfoodb_ace_000784 | fermfoodb_ace_000786 | fermfoodb_ace_000788 | fermfoodb_ace_000790 | fermfoodb_ace_000792 | fermfoodb_ace_000795 | fermfoodb_ace_000798 | fermfoodb_ace_000800 | fermfoodb_ace_000802 | fermfoodb_ace_000804 | fermfoodb_ace_000806 | fermfoodb_ace_000807 | fermfoodb_ace_000808 | fermfoodb_ace_000810 | fermfoodb_ace_000812 | fermfoodb_ace_000813 || FMDB1036 | FMDB1044 | FMDB179 | FMDB2004 | FMDB2006 | FMDB2009 | FMDB2011 | FMDB2013 | FMDB2015 | FMDB2017 | FMDB2019 | FMDB2022 | FMDB2025 | FMDB2027 | FMDB2029 | FMDB2031 | FMDB2033 | FMDB2034 | FMDB2035 | FMDB2037 | FMDB2039 | FMDB2040 | FMDB793 | FMDB794 | FMDB821 | FMDB825 | FMDB829 | FMDB833 | FMDB837 | FMDB841 || 1276 || 1672 || 1710 || 2243 || 2741 || 2970 || 3629 || 4965 || 5126 || 5219 || 5514 || 5573 || 6046 || 6093 || 6440,18
LVE,3,main,True,False,14.2,4.847711655616943,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,14.2,14.2,14.2,14.2,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Bulfrog (Rana catesbeiana Shaw) muscle protein,only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001606 || 6694,2
LVR,3,main,True,False,14.0,4.853871964321762,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,3,5,False,False,Tier D,14.0,20000.0,14.0,14.0,1428.571428571429,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3528 || Cereals (Maize endosperm),source_count=2; spread_ratio=1428.5714 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001615 | ace_merged_001616 | ace_merged_001617 || 1607 | 3528 | 6446 || biopep_ace_000120 || 3528 || 6446,3
PAP,3,main,True,False,87.0,4.060480747381382,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,8,False,False,Tier C,87.0,87.0,87.0,87.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Milk derived || Milk (human casein),source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Kasahara and Ashihara (1981),merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001685 | ace_merged_001686 | ace_merged_001687 | ace_merged_001688 || 2266 | 5243 | 6049 | 6620 || 2266 || 5243 || 6049 || 6620,5
PYK,3,main,True,False,1200.0,2.920818753952376,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,2,3,False,False,Tier E,0.0,2400.0,1200.0,1200.0,,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Synthesized,spread_ratio_unavailable || unknown or insufficient evidence pattern || AHTPDB | BIOPEP-UWM || PubChem: CID 145457627 || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001730 | ace_merged_001731 || 2835 | 9756 || 2835,2
IVR,3,main,True,False,0.81,6.091514981121351,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,0.81,0.81,0.81,0.81,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7502,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: ID 25217595,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001358 || 7502 || biopep_ace_000161,2
GKP,3,main,True,False,352.0,3.453457336521869,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,3,19,False,False,Tier D,352.0,20000.0,352.0,352.0,56.81818181818182,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3506 || Microglobulin || Milk derived || Cheese whey protein || Synthesized || Beta microglobulin || Milk (cheese whey) || Whey protein,"source_count=2; spread_ratio=56.8182 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1587, 1663, 2252, 2578, 2852, 3924, 4073, 4797, 5207, 5564, 5589, 5946, 6425, 6863 BindingDB: ID 50049795 BIOPEP-UWM Virtual database: ID 137 ChEMBL: ID CHEMBL3322008 ChemSpider: ID 58113011 EROP-Moscow: ID E09244 FeptideDB: ID 3506 PlantPepDB: ID PPepDB_2909 PubChem: CID 53308269 SATPdb: ID satpdb15034 ZINC: ID ZINC000039817963 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Enzymatic Hydrolysis of milk proteins || Yamamoto et al. || RP-HPLC, GF || GFC, RP-HPLC, HIC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001024 | ace_merged_001025 | ace_merged_001026 | ace_merged_001027 | ace_merged_001028 | ace_merged_001029 | ace_merged_001030 | ace_merged_001031 | ace_merged_001032 | ace_merged_001033 || 1587 | 1663 | 2252 | 2578 | 2852 | 3506 | 5207 | 5564 | 5946 | 6425 || biopep_ace_000109 || 3506 || 1663 || 2252 || 2578 || 2852 || 5207 || 5564 || 5946 || 6425,10
NCW,3,main,True,False,35.5,4.449771646944906,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,35.5,35.5,35.5,35.5,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9427,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 71472369,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001677 || 9427 || biopep_ace_000512,2
ALP,3,main,True,False,240.0,3.619788758288394,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_3,0.8,1.0,0.8,3,5,False,False,Tier D,239.9,20000.0,240.0,240.0,83.36807002917882,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9029 || Synthesized,"source_count=2; spread_ratio=83.3681 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1520, 5068 BindingDB: ID 50049724 BioPepDB: ID biopep00049 ChEMBL: ID CHEMBL3321996 ChemSpider: ID 8014988 PubChem: CID 9839270 SATPdb: ID satpdb11905 ZINC: ID ZINC000033980722 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971), Yamamoto and others || HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000875 | ace_merged_000876 | ace_merged_000877 || 1520 | 5068 | 9029 || biopep_ace_000327 || 9029 || 5068,3
WRP,3,main,True,False,46.71,4.330590132712217,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_3,0.85,1.0,0.85,2,2,False,False,Tier C,46.71,46.71,46.71,46.71,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10585,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || BIOPEP-UWM database of bioactive peptides: ID 8611,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_002032 || 10585 || biopep_ace_000724,2
