sequence,length,task_role,is_main_23,is_aux_45,label_ic50_uM,label_pIC50,cls_label,cls_label_name,plm4ace_label,cls_source,cls_threshold_ic50_uM,cls_length_range,sample_weight,weight_len,weight_quality,source_count,record_count_total,high_confidence_flag,conflict_flag,tier_23,ic50_uM_min,ic50_uM_max,ic50_uM_median,ic50_uM_mean,ic50_spread_ratio_max_min,source_db_set,origin_source_set,citation_ids,notes,dedup_strategy,label_source_mode,is_from_merged_backbone,contains_merged,source_table_set,source_file_set,raw_record_ids,row_count_after_filter
LKPMN,5,aux,False,True,6.095,5.215026290045599,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,2,False,False,,2.4,9.79,6.095,6.095,4.079166666666667,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2360 || 6664,2
FGG,3,main,True,False,82.5,4.0835460514500745,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,8,False,False,Tier B,82.5,82.5,82.5,82.5,1.0,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9195 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis),"source_count=2; spread_ratio=1.0000 || 2 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1061; 4553; 4838; 5200; 5467; 7530 BIOPEP-UWM database of sensory peptides and amino acids: ID 20 BRENDA: Ligand Phe-Gly-Gly ChEBI: ID 74714 ChemIDplus: ID 023576423 ChemSpider: ID 134538 EPA DSSTox: ID DTXCID30100704 EROP-Moscow: ID E09367 PubChem: ID 152644 SATPdb: ID satpdb16364 ZINC: ID ZINC02170022 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000957 | ace_merged_000958 | ace_merged_000959 | ace_merged_000960 || 1061 | 5200 | 5730 | 9195 || biopep_ace_000447 || 9195 || 1061 || 5200 || 5730,5
KLRP,4,aux,False,True,91.6,4.03810452633215,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,91.6,91.6,91.6,91.6,1.0,,mbpdb_core_standardized,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000021 || MBPDB_P24627_KLRP_92-95,1
VLGP,4,aux,False,True,153.5,3.8138916201867934,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,153.5,153.5,153.5,153.5,1.0,,mbpdb_core_standardized,10.1016/j.foodchem.2014.01.056,Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000106 || MBPDB_P02666_VLGP_212-215,1
GAGP,4,aux,False,True,98.82,4.005155150446602,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,98.82,98.82,98.82,98.82,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=9144,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000413 || 9144,1
YLLF,4,aux,False,True,172.0,3.7644715530924513,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.48,0.6,0.8,2,5,False,False,,172.0,172.0,172.0,172.0,1.0,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1515/bchm3.1996.377.4.259 || Whey protein (Beta Lactoglobulin) || Shrimp (Acetes chinensis) || Alpha-lactalbumin and Beta Lactoglobulin,"Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC, UF",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000067 || MBPDB_P02754_YLLF_118-121 || 1317 || 5306 || 6199 || 6337,5
AH,2,main,True,False,4761.75,2.322233409533948,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,4,False,False,Tier D,523.5,9000.0,4761.75,4761.75,17.191977077363898,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7835 || Sweet-potato tuber trypsin inhibitor,"source_count=2; spread_ratio=17.1920 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || AHTPDB: ID 1253, 3288, 3326, 3467, 3888, 6738 BindingDB: ID 50348857 BIOPEP-UWM database of bioactive peptides: ID 7886; 8761 BIOPEP-UWM database of sensory peptides and amino acids: ID 522; 523 BRENDA: Ligand Ala-His ChEBI: ID 73771 ChEMBL: ID CHEMBL1221620 ChemSpider: ID 8013175 EChA: ID 3253-17-6 EPA DSSTox: ID DTXCID101474629 EROP-Moscow: ID E09133 FeptideDB: ID 7835; 7886; 8761 HMDB: ID HMDB0028689 J-GLOBAL: ID 200907012902688798 MeSH: term alanylhistidine; ID C061116 Metabolights: ID MTBLC73771 MetaCyc: ID CPD-13401 Nikkaji: ID J899K PubChem: CID 9837455 SATPdb: ID satpdb24875 Seed: ID cpd11584 ZINC: ID ZINC000005115824 || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000021 | ace_merged_000022 || 1253 | 7835 || biopep_ace_000251 || 7835 || 1253,3
YPLDL,5,aux,False,True,51.0,4.292429823902063,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,2,False,False,,51.0,51.0,51.0,51.0,1.0,,ahtpdb_clean_um_standardized,Soybean (Soy bioactive),small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2422 || 6542,2
GVHHA,5,aux,False,True,71.8,4.1438755557577,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,5,False,False,,71.8,71.8,71.8,71.8,1.0,,biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=8296 || Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000280 || 8296 || 1059 || 5315 || 5728 || 6771,5
WLAHK,5,aux,False,True,77.0,4.113509274827518,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,5,False,False,,38.8,176.4,77.0,89.24000000000001,4.54639175257732,,mbpdb_core_standardized || ahtpdb_clean_um_standardized,"1) 10.1016/j.idairyj.2005.09.009, 2) 10.1017/s0022029999003982 || Whey (Whole whey protein) || Alpha-Lactoglobulin || Whey protein","1) Preparation of angiotensin-I-converting enzyme inhibitory hydrolysates from unsupplemented caprine whey fermentation by various cheese microflora, 2) Angiotensin I-converting enzyme inhibitory properties of whey protein digests: concentration and characterization of active peptides || Bos taurus || Alpha-lactalbumin || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Vermeirssen et al. || SDS-PAGE, RP-HPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000247 || MBPDB_P00711_WLAHK_123-127 || 1305 || 1332 || 2460 || 6478,5
APVPP,5,aux,False,True,630.96,3.199998172182031,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,630.96,630.96,630.96,630.96,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2515,1
TNP,3,main,True,False,207.4,3.683191247946978,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,5,False,False,Tier C,207.4,20000.0,207.4,207.4,96.43201542912249,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Porcine skeletal muscle protein || Porcine skeletal muscle,source_count=1; spread_ratio=96.4320 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001802 | ace_merged_001803 | ace_merged_001804 || 1556 | 5090 | 6628 || 5090 || 6628,3
YVVFK,5,aux,False,True,44.0,4.356547323513812,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,44.0,44.0,44.0,44.0,1.0,,ahtpdb_clean_um_standardized,Soybean (Glycine max),small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,6974,1
WY,2,main,True,False,38.3,4.416801226031377,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,1.0,1.0,1.0,4,6,False,False,Tier A,38.3,113.0,38.3,38.3,2.9503916449086165,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1021/jf063427j || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=11113 || Bovine (Bos taurus),"source_count=3; spread_ratio=2.9504 || >=3 sources and consistent within acceptable spread || AHTPDB | BIOPEP-UWM | MBPDB || AHTPDB: ID 6963 BindingDB: ID 50188524 BIOPEP-UWM database of bioactive peptides: ID 7898, 8683 CAS: Registry No 19653-76-0 ChEBI: ID 74878 ChEMBL: ID CHEMBL39179 ChemSpider ID: 79554 DFBP: ID DFBPACEI0077, DFBPANOX0290, DFBPMUFU0035 EPA CompTox: ID DTXSID90941418 EROP-Moscow: ID E10362 FooDB: ID FDB112099 HMDB: ID HMDB0029095 J-GLOBAL: ID 200907018141468193 Metabolomics Workbench: ID 79014 Nikkaji: ID J151.290K PubChem: CID 88184 SATPdb: ID satpdb10615 Wikidata: ID Q27144988 ZINC: ID ZINC000002384987 || BIOPEP-UWM || ACE-Inhibitory and Radical-Scavenging Activity of Peptides Derived from β-Lactoglobulin f(19-25) Interactions with Ascorbic Acid || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000765 | ace_merged_000766 | ace_merged_000767 || 11113 | 6963 | MBPDB_P02754_WY_35-36 || biopep_ace_000794 || 11113 || mbpdb_ace_000081 || MBPDB_P02754_WY_35-36 || 6963,4
GVHGV,5,aux,False,True,2.0,5.698970004336019,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,2,False,False,,2.0,2.0,2.0,2.0,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2313 || 6712,2
MKG,3,main,True,False,71.8,4.1438755557577,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.95,1.0,0.95,3,10,False,False,Tier B,24.0,71.8,71.8,71.8,2.9916666666666667,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1016/j.chroma.2006.03.006 || Whey protein (Beta Lactoglobulin) || Milk derived || Casein β-lg f,source_count=2; spread_ratio=2.9917 || 2 sources and consistent within acceptable spread || AHTPDB | MBPDB || Effect of β-lactoglobulin hydrolysis with thermolysin under denaturing temperatures on the release of bioactive peptides || Bos taurus || Beta-lactoglobulin || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001647 | ace_merged_001648 | ace_merged_001649 | ace_merged_001650 | ace_merged_001651 || 1307 | 2263 | 5131 | 6619 | MBPDB_P02754_MKG_23-25 || mbpdb_ace_000083 || MBPDB_P02754_MKG_23-25 || 1307 || 2263 || 5131 || 6619,6
HLL,3,main,True,False,22.2,4.653647025549361,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,5,False,False,Tier D,22.2,20000.0,22.2,22.2,900.900900900901,,merged_short23_tiered_standardized || biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7479 || WIPO,source_count=2; spread_ratio=900.9009 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM || BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001128 | ace_merged_001129 | ace_merged_001130 || 1536 | 6491 | 7479 || biopep_ace_000158 || 7479 || 6491,3
GP,2,main,True,False,360.0,3.4436974992327127,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,17,False,False,Tier D,66.0,20000.0,360.0,360.0,303.030303030303,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1016/j.foodchem.2014.01.056 || Anchovy (sauce) || Fish (Bonito (sarda fermented sauce)) || Pork (Sus domesticus skeletal muscle) || Fish (Sardine (Sardina pilchardus fermented sauce)) || Fish (Alaska pollack (Theragra chalcogramma)),"source_count=2; spread_ratio=303.0303 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Characterisation of the hydrolytic specificity of Aspergillus niger derived prolyl endoproteinase on bovine β-casein and determination of ACE inhibitory activity || Bos taurus || Beta-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, IEC, RP-HPLC || Sentandreu and Toldra (2006)",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000227 | ace_merged_000228 | ace_merged_000229 | ace_merged_000230 | ace_merged_000231 | ace_merged_000232 | ace_merged_000233 | ace_merged_000234 | ace_merged_000235 | ace_merged_000236 || 1391 | 1392 | 1420 | 5151 | 5642 | 5677 | 6111 | 6163 | 6522 | MBPDB_P02666_GP_79-80_214-215_218-219 || mbpdb_ace_000228 || MBPDB_P02666_GP_79-80_214-215_218-219 || 5151 || 5642 || 5677 || 6111 || 6163 || 6522,8
TYCQ,4,aux,False,True,2.3,5.638272163982407,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,1,False,False,,2.3,2.3,2.3,2.3,1.0,,ahtpdb_clean_um_standardized,Sweet-potato tuber trypsin inhibitor,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || TLC (Holmquist et al., 1979) || TrypsinSepharose-4B AC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,1249,1
MIPAY,5,aux,False,True,8.7,5.060480747381382,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,8.7,8.7,8.7,8.7,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,4643,1
RY,2,main,True,False,51.0,4.292429823902063,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,5,16,False,False,Tier D,10.5,20000.0,51.0,51.0,1904.7619047619048,,merged_short23_tiered_standardized || biopep_core_standardized || mbpdb_core_standardized || ferm_strict_core_standardized || ahtpdb_clean_um_standardized,10.1016/j.idairyj.2013.05.008 || https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=3380 || Fish (Sardine) || Fish (Sardine (Sardina pilchardus muscle)) || Fish (Sardine muscle),"source_count=4; spread_ratio=1904.7619 || multi-source evidence but conflicting IC50 range || AHTPDB | BIOPEP-UWM | FermFooDb | MBPDB || AHTPDB: ID 1094, 1186, 1356, 1375, 3196, 3536, 3597, 4024, _4112, ahtpdb_4706, 5171, 5622, 6172, 6364 BindingDB: ID 50049711 BioPepDB: ID biopep01231 BIOPEP-UWM database of bioactive peptides: ID 10051 BRENDA: Ligand Arg-Tyr ChEBI: ID 73822 ChEMBL: ID CHEMBL3321986 ChemSpider: ID ID5384366 EPA CompTox: ID DTXSID90427363 EPA DSSTox: ID DTXSID90427363 EROP-Moscow: ID E01334 FeptideDB: ID 3380 HMDB: ID HMDB0028721 J-GLOBAL: ID 200907049958236513 MBPDB: Peptide RY Metabolights: ID MTBLC73822 Nikkaji: ID J36.198D PantPepDB: ID PPepDB_184 PubChem: CID 7021456 SATPdb: ID satpdb16420 SureChEMBL: ID SCHEMBL3303678 ZINC: ID ZINC000002572104 | https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB946 || BIOPEP-UWM || Resistance of casein-derived bioactive peptides to simulated gastrointestinal digestion || Bos taurus || Alpha-S1-casein || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Identification of antioxidant and ACE-inhibitory peptides in fermented Milk || Spectrophotometric assay using hippuryl-L-histidyl-L-leucine substrate || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || Cushman and Cheung (1971) || RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000565 | ace_merged_000566 | ace_merged_000567 | ace_merged_000568 | ace_merged_000569 | ace_merged_000570 | ace_merged_000571 | ace_merged_000572 | ace_merged_000573 || 1094 | 1356 | 1375 | 3380 | 5171 | 6172 | 6364 | FMDB946 | MBPDB_P02662_RY_105-106 || biopep_ace_000074 || 3380 || mbpdb_ace_000294 || MBPDB_P02662_RY_105-106 || fermfoodb_ace_000344 || FMDB946 || 1094 || 5171 || 6172 || 6364,8
IPQ,3,main,True,False,640.0830620720619,3.193763664986628,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,640.0830620720619,640.0830620720619,640.0830620720619,640.0830620720619,1.0,,merged_short23_tiered_standardized || ferm_strict_core_standardized,12957917,only_one_record_after_merge || single-source evidence with usable IC50 || FermFooDb || https://webs.iiitd.edu.in/raghava/fermfoodb/display_sub.php?details=FMDB2081 || singleton || only_one_record_in_fermfoodb || Ace-inhibitory || Spectrophotometric assay using HHL and furanacryloyl-Phe-Gly-Gly as substate,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001295 || FMDB2081 || fermfoodb_ace_000835,2
AVF,3,main,True,False,2123.0,2.673050005834001,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,4,False,False,Tier C,2123.0,2123.0,2123.0,2123.0,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Cotton leafworm (Spodoptera littoralis),"source_count=1; spread_ratio=1.0000 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || GFC, RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000891 | ace_merged_000892 || 5194 | 5720 || 5194 || 5720,3
IA,2,main,True,False,153.0,3.815308569182401,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,7,False,False,Tier C,153.0,20000.0,153.0,153.0,130.718954248366,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Soybean || Soybean (Soy bioactive),"source_count=1; spread_ratio=130.7190 || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || IEC, GFC || IEC, GF, HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000295 | ace_merged_000296 | ace_merged_000297 | ace_merged_000298 || 1462 | 1848 | 2666 | 6548 || 1848 || 2666 || 6548,4
ILVDR,5,aux,False,True,81.25,4.090176630349088,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,81.25,81.25,81.25,81.25,1.0,,biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10775,BIOPEP-UWM,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000741 || 10775,1
RS,2,main,True,False,61.5,4.211124884224583,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,61.5,61.5,61.5,61.5,1.0,,merged_short23_tiered_standardized || ahtpdb_clean_um_standardized,Hydrolysate (dipeptidyl peptidase),only_one_record_after_merge || single-source evidence with usable IC50 || AHTPDB || small || exact_molar_value || not_converted: ic50_type不是mass_unit,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000558 || 6930,2
AGSS,4,aux,False,True,672.1,3.1725661045992206,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.42,0.6,0.7,1,4,False,False,,672.1,672.1,672.1,672.1,1.0,,ahtpdb_clean_um_standardized,Cuttlefish (Muscle of cuttlefish) || Cuttlefish (Sepia officinalis) || Cuttlefish muscle (Sepia officinalis),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Nakamura et al. (1995) || RP-HPLC || Cushman and Cheung (1971) || GFC, RP-HPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,1056 || 5272 || 5725 || 6749,4
SRP,3,main,True,False,46.0,4.337242168318426,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.85,1.0,0.85,2,2,False,False,Tier C,46.0,46.0,46.0,46.0,1.0,,merged_short23_tiered_standardized || biopep_core_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=10550,only_one_record_after_merge || single-source evidence with usable IC50 || BIOPEP-UWM || PubChem: CID 11990213,merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_001786 || 10550 || biopep_ace_000697,2
YL,2,main,True,False,122.0,3.913640169325252,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.8,1.0,0.8,3,15,False,False,Tier D,82.0,20000.0,122.0,122.0,243.90243902439025,,merged_short23_tiered_standardized || mbpdb_core_standardized || ahtpdb_clean_um_standardized,10.1515/bchm3.1996.377.4.259 || Fish (Sardine) || Whey protein (Beta Lactoglobulin) || Fish (Sardine (Sardina pilchardus muscle)) || Alpha-lactalbumin and Beta Lactoglobulin,"source_count=2; spread_ratio=243.9024 || multi-source evidence but conflicting IC50 range || AHTPDB | MBPDB || Synthetic Peptides Corresponding to α-Lactalbumin and β-Lactoglobulin Sequences with Angiotensin-l-Converting Enzyme Inhibitory Activity || Bos taurus || Alpha-S1-casein || small || exact_molar_value || not_converted: ic50_type不是mass_unit || 2,4,6-trinitrobenzene sulfonate(TNBS) method || RP-GPC, HPLC || LC-MS || Cushman and Cheung (1971) || RP-HPLC",merged_backbone,merged_sequence_level_authoritative,True,True,,,ace_merged_000786 | ace_merged_000787 | ace_merged_000788 | ace_merged_000789 | ace_merged_000790 | ace_merged_000791 | ace_merged_000792 | ace_merged_000793 | ace_merged_000794 || 1097 | 1316 | 1362 | 1389 | 1409 | 5184 | 6175 | 6465 | MBPDB_P02662_YL_106-107_109-110 || mbpdb_ace_000301 || MBPDB_P02662_YL_106-107_109-110 || 1097 || 1316 || 5184 || 6175 || 6465,7
PRHQG,5,aux,False,True,20.67,4.684659523372712,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,20.67,20.67,20.67,20.67,1.0,,ahtpdb_clean_um_standardized,,small || exact_molar_value || not_converted: ic50_type不是mass_unit,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2381,1
YKLRP,5,aux,False,True,16.5,4.782516055786093,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,16.5,16.5,16.5,16.5,1.0,,mbpdb_core_standardized,10.1021/jf4053868,Novel Antihypertensive Lactoferrin-Derived Peptides Produced by Kluyveromyces marxianus: Gastrointestinal Stability Profile and In Vivo Angiotensin I-Converting Enzyme (ACE) Inhibition || Bos taurus || Lactotransferrin,cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,mbpdb_ace_000012 || MBPDB_P24627_YKLRP_91-95,1
ITTNP,5,aux,False,True,549.0,3.260427655549908,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,6,False,False,,549.0,549.0,549.0,549.0,1.0,,ahtpdb_clean_um_standardized,Pork skeletal muscle proteins || Porcine skeletal muscle || Porcine || Porcine myosin,"small || exact_molar_value || not_converted: ic50_type不是mass_unit || Cushman and Cheung (1971) || RP-HPLC || Cushman and Cheung (1971), Yamamoto and others || HPLC, FAB-MS",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,2017 || 2509 || 2702 || 2902 || 5714 || 6558,6
APSAK,5,aux,False,True,326.0,3.486782399932061,0,low_or_weak_activity,1,label_ic50_uM <= 50.0 uM,50.0,2_5,0.35,0.5,0.7,1,1,False,False,,326.0,326.0,326.0,326.0,1.0,,ahtpdb_clean_um_standardized,Fungi (Agaricus bisporus),"small || exact_molar_value || not_converted: ic50_type不是mass_unit || UF, RP-HPLC, Col. Chromatography,",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,3744,1
VLIVP,5,aux,False,True,1.69,5.772113295386326,1,high_activity,0,label_ic50_uM <= 50.0 uM,50.0,2_5,0.4,0.5,0.8,2,8,False,False,,1.69,4.2,1.69,2.00375,2.485207100591716,,biopep_core_standardized || ahtpdb_clean_um_standardized,https://biochemia.uwm.edu.pl/biopep/peptidedatacard.php?zm_ID=7415 || Soybean glycinin || Soybean-derived || Glycinin from soybean || Soybean (Glycine max) || Soybean,"BIOPEP-UWM || small || exact_molar_value || not_converted: ic50_type不是mass_unit || Wu and Ding, 2002 || RP-HPLC, IEC || HPLC, MALDI-TOF || Cushman and Cheung (1971) || RP-HPLC",cross_source_or_source_only_aggregation,aggregated_from_filtered_exact_candidates,False,False,,,biopep_ace_000155 || 7415 || 1831 || 1981 || 2330 || 2755 || 5345 || 6222 || 6490,8
